customer_id,join_date
CUST_00999,2024-06-25
CUST_01000,2023-09-11
CUST_01001,2025-07-20
CUST_01002,2025-01-24
CUST_01003,2024-06-20
CUST_01004,2025-02-19
CUST_01005,2025-01-30
CUST_01006,2023-08-10
CUST_01007,2024-04-23
CUST_01008,2025-08-23
CUST_01009,2023-02-21
CUST_01010,2024-11-02
CUST_01011,2024-03-29
CUST_01012,2023-05-10
CUST_01013,2025-08-08
CUST_01014,2024-09-10
CUST_01015,2025-04-16
CUST_01016,2023-08-27
CUST_01017,2023-10-14
CUST_01018,2023-04-03
CUST_01019,2023-03-18
CUST_01020,2024-09-15
CUST_01021,2025-10-05
CUST_01022,2023-08-26
CUST_01023,2023-07-19
CUST_01024,2024-04-25
CUST_01025,2023-10-05
CUST_01026,2025-03-06
CUST_01027,2025-07-18
CUST_01028,2025-01-29
CUST_01029,2025-05-08
CUST_01030,2023-11-13
CUST_01031,2025-04-29
CUST_01032,2023-07-22
CUST_01033,2025-09-29
CUST_01034,2025-04-15
CUST_01035,2024-07-26
CUST_01036,2023-03-09
CUST_01037,2025-01-28
CUST_01038,2024-03-20
CUST_01039,2025-06-27
CUST_01040,2025-06-29
CUST_01041,2024-04-28
CUST_01042,2025-01-12
CUST_01043,2023-07-23
CUST_01044,2025-01-22
CUST_01045,2025-01-04
CUST_01046,2023-05-05
CUST_01047,2025-03-26
CUST_01048,2024-07-19
CUST_01049,2024-01-24
CUST_01050,2023-09-08
CUST_01051,2025-07-20
CUST_01052,2023-07-07
CUST_01053,2024-03-10
CUST_01054,2023-02-13
CUST_01055,2023-04-14
CUST_01056,2024-11-14
CUST_01057,2024-05-13
CUST_01058,2023-09-15
CUST_01059,2024-02-25
CUST_01060,2023-05-21
CUST_01061,2024-02-29
CUST_01062,2024-03-18
CUST_01063,2024-04-22
CUST_01064,2024-11-03
CUST_01065,2023-10-30
CUST_01066,2023-01-06
CUST_01067,2024-07-21
CUST_01068,2023-10-24
CUST_01069,2023-09-24
CUST_01070,2024-05-28
CUST_01071,2023-12-24
CUST_01072,2023-08-14
CUST_01073,2023-02-22
CUST_01074,2023-09-27
CUST_01075,2023-01-31
CUST_01076,2025-01-03
CUST_01077,2024-05-02
CUST_01078,2024-10-25
CUST_01079,2023-02-02
CUST_01080,2023-12-23
CUST_01081,2024-06-27
CUST_01082,2023-04-18
CUST_01083,2023-09-17
CUST_01084,2025-05-12
CUST_01085,2025-12-13
CUST_01086,2023-08-21
CUST_01087,2023-05-11
CUST_01088,2025-09-02
CUST_01089,2025-07-07
CUST_01090,2025-01-11
CUST_01091,2025-11-17
CUST_01092,2023-08-12
CUST_01093,2025-07-14
CUST_01094,2025-10-28
CUST_01095,2024-03-29
CUST_01096,2023-03-30
CUST_01097,2025-12-03
CUST_01098,2024-09-09
CUST_01099,2025-07-27
CUST_01100,2023-03-05
CUST_01101,2023-05-05
CUST_01102,2025-09-07
CUST_01103,2025-04-02
CUST_01104,2025-05-23
CUST_01105,2023-08-10
CUST_01106,2025-10-01
CUST_01107,2025-06-27
CUST_01108,2023-05-31
CUST_01109,2023-06-15
CUST_01110,2024-10-21
CUST_01111,2023-10-31
CUST_01112,2023-05-15
CUST_01113,2023-09-16
CUST_01114,2024-07-17
CUST_01115,2024-10-27
CUST_01116,2025-02-19
CUST_01117,2025-12-22
CUST_01118,2024-08-26
CUST_01119,2025-07-18
CUST_01120,2025-11-01
CUST_01121,2025-05-31
CUST_01122,2023-07-23
CUST_01123,2023-08-23
CUST_01124,2024-03-16
CUST_01125,2025-05-30
CUST_01126,2025-07-13
CUST_01127,2024-04-12
CUST_01128,2025-04-27
CUST_01129,2024-11-25
CUST_01130,2025-07-17
CUST_01131,2025-03-27
CUST_01132,2025-05-01
CUST_01133,2023-07-14
CUST_01134,2024-10-02
CUST_01135,2025-05-24
CUST_01136,2024-10-02
CUST_01137,2024-06-06
CUST_01138,2025-02-05
CUST_01139,2023-11-09
CUST_01140,2025-08-29
CUST_01141,2023-05-18
CUST_01142,2023-07-06
CUST_01143,2023-06-24
CUST_01144,2023-07-10
CUST_01145,2025-06-03
CUST_01146,2023-07-17
CUST_01147,2025-02-02
CUST_01148,2023-09-24
CUST_01149,2023-05-03
CUST_01150,2024-11-06
CUST_01151,2023-09-08
CUST_01152,2025-04-21
CUST_01153,2024-12-25
CUST_01154,2025-05-16
CUST_01155,2023-04-16
CUST_01156,2024-08-12
CUST_01157,2024-10-01
CUST_01158,2024-12-21
CUST_01159,2023-08-01
CUST_01160,2025-11-05
CUST_01161,2024-03-11
CUST_01162,2023-11-13
CUST_01163,2025-09-14
CUST_01164,2024-04-04
CUST_01165,2023-08-10
CUST_01166,2024-12-18
CUST_01167,2025-01-22
CUST_01168,2023-08-24
CUST_01169,2024-07-24
CUST_01170,2024-04-08
CUST_01171,2025-05-28
CUST_01172,2023-02-23
CUST_01173,2024-07-01
CUST_01174,2023-03-01
CUST_01175,2024-01-05
CUST_01176,2024-07-13
CUST_01177,2024-09-24
CUST_01178,2024-11-26
CUST_01179,2024-12-19
CUST_01180,2023-01-13
CUST_01181,2024-01-07
CUST_01182,2023-10-21
CUST_01183,2025-03-31
CUST_01184,2023-05-23
CUST_01185,2023-10-18
CUST_01186,2023-03-04
CUST_01187,2023-07-07
CUST_01188,2025-12-22
CUST_01189,2024-03-16
CUST_01190,2025-02-09
CUST_01191,2025-05-09
CUST_01192,2025-07-18
CUST_01193,2024-11-29
CUST_01194,2023-11-19
CUST_01195,2025-01-27
CUST_01196,2024-09-30
CUST_01197,2024-10-26
CUST_01198,2023-06-23
CUST_01199,2023-04-18
CUST_01200,2023-11-15
CUST_01201,2023-11-19
CUST_01202,2023-04-12
CUST_01203,2023-06-17
CUST_01204,2024-07-11
CUST_01205,2025-06-26
CUST_01206,2025-05-18
CUST_01207,2025-09-21
CUST_01208,2025-06-24
CUST_01209,2025-04-28
CUST_01210,2024-07-13
CUST_01211,2024-03-17
CUST_01212,2025-11-15
CUST_01213,2023-08-22
CUST_01214,2024-12-07
CUST_01215,2025-05-30
CUST_01216,2023-08-16
CUST_01217,2024-08-03
CUST_01218,2025-09-23
CUST_01219,2025-12-15
CUST_01220,2024-09-23
CUST_01221,2023-04-04
CUST_01222,2024-03-27
CUST_01223,2025-03-20
CUST_01224,2023-04-23
CUST_01225,2023-01-16
CUST_01226,2024-02-23
CUST_01227,2024-09-09
CUST_01228,2024-03-08
CUST_01229,2023-10-09
CUST_01230,2024-06-07
CUST_01231,2024-08-15
CUST_01232,2024-11-02
CUST_01233,2023-09-03
CUST_01234,2023-01-16
CUST_01235,2025-10-15
CUST_01236,2025-05-31
CUST_01237,2023-12-26
CUST_01238,2023-09-22
CUST_01239,2025-02-17
CUST_01240,2025-12-26
CUST_01241,2024-04-16
CUST_01242,2025-10-21
CUST_01243,2024-12-26
CUST_01244,2023-05-28
CUST_01245,2025-03-24
CUST_01246,2023-03-28
CUST_01247,2025-06-12
CUST_01248,2023-02-08
CUST_01249,2025-07-30
CUST_01250,2023-06-09
CUST_01251,2024-10-03
CUST_01252,2025-05-29
CUST_01253,2025-04-08
CUST_01254,2025-05-05
CUST_01255,2024-08-15
CUST_01256,2023-08-24
CUST_01257,2025-04-09
CUST_01258,2023-02-12
CUST_01259,2024-10-27
CUST_01260,2023-12-18
CUST_01261,2025-07-31
CUST_01262,2025-01-11
CUST_01263,2023-06-30
CUST_01264,2025-06-13
CUST_01265,2023-08-05
CUST_01266,2024-05-13
CUST_01267,2025-06-11
CUST_01268,2025-03-31
CUST_01269,2025-12-09
CUST_01270,2023-06-11
CUST_01271,2025-03-21
CUST_01272,2024-09-27
CUST_01273,2024-11-26
CUST_01274,2024-03-29
CUST_01275,2024-11-13
CUST_01276,2023-12-11
CUST_01277,2023-06-06
CUST_01278,2025-11-11
CUST_01279,2023-08-22
CUST_01280,2025-12-22
CUST_01281,2025-11-10
CUST_01282,2024-02-02
CUST_01283,2024-12-16
CUST_01284,2024-12-20
CUST_01285,2023-10-30
CUST_01286,2024-04-28
CUST_01287,2023-07-30
CUST_01288,2023-10-27
CUST_01289,2024-06-08
CUST_01290,2024-02-09
CUST_01291,2023-12-22
CUST_01292,2023-11-10
CUST_01293,2023-06-04
CUST_01294,2023-12-29
CUST_01295,2025-10-08
CUST_01296,2025-08-08
CUST_01297,2025-07-08
CUST_01298,2024-10-23
CUST_01299,2024-10-09
CUST_01300,2023-11-06
CUST_01301,2025-06-19
CUST_01302,2023-05-20
CUST_01303,2025-08-18
CUST_01304,2025-06-24
CUST_01305,2024-09-12
CUST_01306,2024-07-16
CUST_01307,2023-04-26
CUST_01308,2024-12-21
CUST_01309,2025-11-05
CUST_01310,2023-06-01
CUST_01311,2024-09-27
CUST_01312,2025-08-03
CUST_01313,2025-07-14
CUST_01314,2023-03-19
CUST_01315,2023-04-27
CUST_01316,2025-01-25
CUST_01317,2024-08-10
CUST_01318,2023-06-07
CUST_01319,2023-07-04
CUST_01320,2025-11-04
CUST_01321,2025-02-26
CUST_01322,2025-08-05
CUST_01323,2023-03-26
CUST_01324,2025-07-10
CUST_01325,2024-01-21
CUST_01326,2024-10-20
CUST_01327,2025-09-01
CUST_01328,2025-10-23
CUST_01329,2023-11-05
CUST_01330,2023-05-07
CUST_01331,2025-07-11
CUST_01332,2023-07-31
CUST_01333,2024-12-04
CUST_01334,2023-06-22
CUST_01335,2025-10-30
CUST_01336,2023-12-20
CUST_01337,2023-03-22
CUST_01338,2024-05-22
CUST_01339,2025-06-15
CUST_01340,2025-06-18
CUST_01341,2025-12-09
CUST_01342,2025-12-06
CUST_01343,2023-11-22
CUST_01344,2025-01-15
CUST_01345,2025-02-02
CUST_01346,2024-08-02
CUST_01347,2025-03-04
CUST_01348,2025-04-17
CUST_01349,2024-11-23
CUST_01350,2023-04-18
CUST_01351,2024-11-16
CUST_01352,2023-05-15
CUST_01353,2024-11-06
CUST_01354,2023-07-13
CUST_01355,2025-03-02
CUST_01356,2024-08-04
CUST_01357,2024-05-31
CUST_01358,2023-11-04
CUST_01359,2024-11-13
CUST_01360,2023-06-16
CUST_01361,2023-10-17
CUST_01362,2024-12-17
CUST_01363,2024-09-27
CUST_01364,2025-03-13
CUST_01365,2023-09-22
CUST_01366,2023-06-23
CUST_01367,2024-09-26
CUST_01368,2025-02-10
CUST_01369,2024-11-03
CUST_01370,2023-09-19
CUST_01371,2025-12-14
CUST_01372,2023-07-11
CUST_01373,2025-05-17
CUST_01374,2025-11-07
CUST_01375,2025-01-11
CUST_01376,2023-02-07
CUST_01377,2025-01-12
CUST_01378,2024-09-24
CUST_01379,2024-01-05
CUST_01380,2024-03-14
CUST_01381,2024-11-30
CUST_01382,2025-09-22
CUST_01383,2024-01-29
CUST_01384,2024-04-08
CUST_01385,2023-10-09
CUST_01386,2023-11-14
CUST_01387,2023-06-08
CUST_01388,2024-08-28
CUST_01389,2023-07-27
CUST_01390,2025-11-05
CUST_01391,2025-12-14
CUST_01392,2023-03-19
CUST_01393,2024-11-20
CUST_01394,2023-09-26
CUST_01395,2025-02-10
CUST_01396,2023-11-12
CUST_01397,2023-11-29
CUST_01398,2024-01-06
CUST_01399,2023-12-06
CUST_01400,2025-06-15
CUST_01401,2023-03-31
CUST_01402,2025-04-21
CUST_01403,2025-01-16
CUST_01404,2024-05-01
CUST_01405,2025-06-28
CUST_01406,2024-08-06
CUST_01407,2025-07-08
CUST_01408,2024-04-24
CUST_01409,2025-12-29
CUST_01410,2024-05-04
CUST_01411,2024-09-25
CUST_01412,2025-08-18
CUST_01413,2024-02-02
CUST_01414,2025-01-23
CUST_01415,2025-06-21
CUST_01416,2025-08-03
CUST_01417,2024-07-31
CUST_01418,2025-02-21
CUST_01419,2025-10-26
CUST_01420,2025-12-16
CUST_01421,2025-05-07
CUST_01422,2023-11-28
CUST_01423,2024-02-13
CUST_01424,2023-10-11
CUST_01425,2024-05-27
CUST_01426,2023-04-17
CUST_01427,2025-09-11
CUST_01428,2025-01-30
CUST_01429,2023-07-30
CUST_01430,2025-11-22
CUST_01431,2023-09-13
CUST_01432,2024-08-06
CUST_01433,2023-06-21
CUST_01434,2023-11-25
CUST_01435,2024-07-12
CUST_01436,2025-07-09
CUST_01437,2025-11-17
CUST_01438,2023-10-29
CUST_01439,2025-06-14
CUST_01440,2023-07-07
CUST_01441,2024-03-30
CUST_01442,2025-07-12
CUST_01443,2024-12-16
CUST_01444,2023-02-24
CUST_01445,2025-04-29
CUST_01446,2023-04-20
CUST_01447,2025-03-22
CUST_01448,2025-10-25
CUST_01449,2025-02-04
CUST_01450,2024-04-27
CUST_01451,2025-03-01
CUST_01452,2023-06-17
CUST_01453,2025-02-06
CUST_01454,2024-04-04
CUST_01455,2023-02-27
CUST_01456,2024-10-14
CUST_01457,2023-07-22
CUST_01458,2024-11-17
CUST_01459,2023-10-27
CUST_01460,2023-10-09
CUST_01461,2023-03-20
CUST_01462,2024-08-10
CUST_01463,2025-08-25
CUST_01464,2023-10-12
CUST_01465,2025-08-18
CUST_01466,2025-07-07
CUST_01467,2023-01-11
CUST_01468,2023-06-12
CUST_01469,2023-02-08
CUST_01470,2024-06-08
CUST_01471,2024-03-17
CUST_01472,2023-11-03
CUST_01473,2025-12-16
CUST_01474,2025-05-16
CUST_01475,2023-08-16
CUST_01476,2024-08-13
CUST_01477,2024-05-01
CUST_01478,2024-09-08
CUST_01479,2023-09-07
CUST_01480,2023-04-08
CUST_01481,2024-05-03
CUST_01482,2025-05-09
CUST_01483,2025-07-25
CUST_01484,2023-05-09
CUST_01485,2023-08-16
CUST_01486,2025-10-20
CUST_01487,2023-02-03
CUST_01488,2025-11-21
CUST_01489,2024-05-10
CUST_01490,2023-10-22
CUST_01491,2024-08-19
CUST_01492,2025-05-29
CUST_01493,2023-01-04
CUST_01494,2024-12-23
CUST_01495,2024-05-07
CUST_01496,2025-05-03
CUST_01497,2024-01-19
CUST_01498,2023-06-25
CUST_01499,2025-12-08
CUST_01500,2025-01-08
CUST_01501,2023-05-19
CUST_01502,2025-12-13
CUST_01503,2025-11-05
CUST_01504,2025-11-05
CUST_01505,2023-02-11
CUST_01506,2025-03-10
CUST_01507,2025-08-20
CUST_01508,2023-03-31
CUST_01509,2025-03-03
CUST_01510,2025-02-03
CUST_01511,2024-06-03
CUST_01512,2023-02-03
CUST_01513,2025-01-01
CUST_01514,2023-05-19
CUST_01515,2024-12-07
CUST_01516,2024-05-08
CUST_01517,2023-08-01
CUST_01518,2024-11-11
CUST_01519,2023-10-01
CUST_01520,2023-04-01
CUST_01521,2024-12-22
CUST_01522,2024-11-24
CUST_01523,2023-12-25
CUST_01524,2025-08-09
CUST_01525,2025-09-07
CUST_01526,2024-01-09
CUST_01527,2023-10-04
CUST_01528,2023-05-10
CUST_01529,2025-07-26
CUST_01530,2023-03-17
CUST_01531,2024-08-23
CUST_01532,2024-02-17
CUST_01533,2023-03-31
CUST_01534,2024-02-13
CUST_01535,2023-03-27
CUST_01536,2024-10-08
CUST_01537,2024-09-27
CUST_01538,2025-11-21
CUST_01539,2025-03-26
CUST_01540,2025-08-27
CUST_01541,2024-06-02
CUST_01542,2023-03-16
CUST_01543,2024-01-27
CUST_01544,2024-08-08
CUST_01545,2025-01-01
CUST_01546,2023-04-08
CUST_01547,2024-11-10
CUST_01548,2024-07-13
CUST_01549,2023-09-12
CUST_01550,2025-01-23
CUST_01551,2025-06-13
CUST_01552,2025-03-30
CUST_01553,2025-06-19
CUST_01554,2025-03-02
CUST_01555,2024-11-25
CUST_01556,2024-01-18
CUST_01557,2025-10-13
CUST_01558,2025-10-15
CUST_01559,2025-01-22
CUST_01560,2025-11-29
CUST_01561,2024-06-30
CUST_01562,2023-06-19
CUST_01563,2025-05-19
CUST_01564,2023-06-11
CUST_01565,2025-05-31
CUST_01566,2024-01-05
CUST_01567,2024-08-24
CUST_01568,2024-10-19
CUST_01569,2023-07-30
CUST_01570,2023-06-13
CUST_01571,2024-11-02
CUST_01572,2024-08-28
CUST_01573,2024-09-19
CUST_01574,2025-07-02
CUST_01575,2025-05-22
CUST_01576,2023-12-08
CUST_01577,2025-06-28
CUST_01578,2024-12-20
CUST_01579,2025-07-04
CUST_01580,2023-03-28
CUST_01581,2024-12-23
CUST_01582,2025-06-09
CUST_01583,2024-07-16
CUST_01584,2023-04-28
CUST_01585,2023-06-03
CUST_01586,2025-04-11
CUST_01587,2025-01-14
CUST_01588,2025-11-16
CUST_01589,2023-11-24
CUST_01590,2023-03-05
CUST_01591,2023-10-20
CUST_01592,2025-06-16
CUST_01593,2023-03-13
CUST_01594,2023-09-16
CUST_01595,2023-05-18
CUST_01596,2024-04-28
CUST_01597,2025-01-20
CUST_01598,2025-01-11
CUST_01599,2025-02-23
CUST_01600,2023-03-08
CUST_01601,2023-11-11
CUST_01602,2025-07-10
CUST_01603,2025-01-29
CUST_01604,2025-01-31
CUST_01605,2025-06-28
CUST_01606,2023-06-07
CUST_01607,2023-10-09
CUST_01608,2025-12-20
CUST_01609,2025-01-21
CUST_01610,2025-03-26
CUST_01611,2024-10-05
CUST_01612,2024-07-24
CUST_01613,2024-05-26
CUST_01614,2023-08-21
CUST_01615,2023-02-23
CUST_01616,2024-01-17
CUST_01617,2025-10-19
CUST_01618,2025-11-26
CUST_01619,2025-03-03
CUST_01620,2023-08-30
CUST_01621,2024-06-20
CUST_01622,2024-06-17
CUST_01623,2025-07-02
CUST_01624,2024-03-15
CUST_01625,2024-08-07
CUST_01626,2025-10-02
CUST_01627,2024-02-14
CUST_01628,2023-09-09
CUST_01629,2023-10-05
CUST_01630,2023-06-01
CUST_01631,2025-07-14
CUST_01632,2023-12-20
CUST_01633,2025-06-30
CUST_01634,2023-06-29
CUST_01635,2024-10-16
CUST_01636,2024-12-12
CUST_01637,2023-05-13
CUST_01638,2024-08-17
CUST_01639,2024-09-06
CUST_01640,2023-11-19
CUST_01641,2023-12-23
CUST_01642,2025-01-10
CUST_01643,2025-11-07
CUST_01644,2024-04-04
CUST_01645,2023-09-06
CUST_01646,2024-02-16
CUST_01647,2023-10-12
CUST_01648,2024-04-29
CUST_01649,2025-10-08
CUST_01650,2023-02-23
CUST_01651,2025-01-09
CUST_01652,2025-01-25
CUST_01653,2025-08-15
CUST_01654,2023-09-23
CUST_01655,2023-06-26
CUST_01656,2023-05-15
CUST_01657,2024-09-25
CUST_01658,2025-03-26
CUST_01659,2025-09-07
CUST_01660,2025-12-12
CUST_01661,2025-04-21
CUST_01662,2025-04-18
CUST_01663,2023-06-01
CUST_01664,2023-09-14
CUST_01665,2024-10-11
CUST_01666,2023-06-01
CUST_01667,2025-07-10
CUST_01668,2025-08-12
CUST_01669,2025-11-25
CUST_01670,2024-12-06
CUST_01671,2023-09-20
CUST_01672,2024-01-08
CUST_01673,2023-09-22
CUST_01674,2025-06-05
CUST_01675,2025-10-26
CUST_01676,2023-04-24
CUST_01677,2023-09-12
CUST_01678,2025-11-27
CUST_01679,2023-11-10
CUST_01680,2024-09-14
CUST_01681,2023-12-04
CUST_01682,2023-11-28
CUST_01683,2024-10-22
CUST_01684,2024-04-06
CUST_01685,2024-12-09
CUST_01686,2025-11-28
CUST_01687,2024-08-04
CUST_01688,2023-06-11
CUST_01689,2024-05-28
CUST_01690,2024-02-07
CUST_01691,2024-07-16
CUST_01692,2023-09-14
CUST_01693,2024-09-12
CUST_01694,2025-12-28
CUST_01695,2023-07-11
CUST_01696,2025-10-26
CUST_01697,2023-12-12
CUST_01698,2023-11-12
CUST_01699,2023-12-17
CUST_01700,2024-11-22
CUST_01701,2023-03-26
CUST_01702,2023-02-28
CUST_01703,2023-06-16
CUST_01704,2023-04-04
CUST_01705,2024-06-26
CUST_01706,2024-03-07
CUST_01707,2025-05-03
CUST_01708,2023-03-04
CUST_01709,2025-10-16
CUST_01710,2024-08-16
CUST_01711,2024-09-10
CUST_01712,2025-09-16
CUST_01713,2024-05-16
CUST_01714,2025-04-11
CUST_01715,2024-09-01
CUST_01716,2025-07-17
CUST_01717,2023-05-30
CUST_01718,2023-05-03
CUST_01719,2023-11-20
CUST_01720,2025-06-19
CUST_01721,2025-05-01
CUST_01722,2025-09-18
CUST_01723,2025-08-09
CUST_01724,2024-02-22
CUST_01725,2024-11-27
CUST_01726,2023-10-22
CUST_01727,2024-10-02
CUST_01728,2024-10-15
CUST_01729,2024-12-08
CUST_01730,2025-03-27
CUST_01731,2023-09-25
CUST_01732,2025-01-28
CUST_01733,2025-11-20
CUST_01734,2023-08-06
CUST_01735,2024-10-15
CUST_01736,2024-05-10
CUST_01737,2025-08-13
CUST_01738,2023-09-08
CUST_01739,2024-07-01
CUST_01740,2025-07-09
CUST_01741,2024-05-22
CUST_01742,2023-10-16
CUST_01743,2023-07-18
CUST_01744,2023-04-14
CUST_01745,2024-08-17
CUST_01746,2025-02-25
CUST_01747,2025-05-06
CUST_01748,2024-05-23
CUST_01749,2023-11-24
CUST_01750,2024-11-01
CUST_01751,2024-10-02
CUST_01752,2024-01-24
CUST_01753,2023-11-23
CUST_01754,2025-10-17
CUST_01755,2025-11-20
CUST_01756,2025-08-14
CUST_01757,2025-10-18
CUST_01758,2024-09-23
CUST_01759,2025-10-15
CUST_01760,2023-02-17
CUST_01761,2023-07-04
CUST_01762,2025-03-16
CUST_01763,2025-11-01
CUST_01764,2025-07-25
CUST_01765,2024-05-08
CUST_01766,2024-03-16
CUST_01767,2024-12-23
CUST_01768,2023-04-10
CUST_01769,2023-04-14
CUST_01770,2024-07-30
CUST_01771,2025-10-10
CUST_01772,2025-08-21
CUST_01773,2024-08-08
CUST_01774,2023-01-17
CUST_01775,2023-08-09
CUST_01776,2025-06-01
CUST_01777,2023-10-02
CUST_01778,2024-06-25
CUST_01779,2025-01-19
CUST_01780,2025-04-05
CUST_01781,2025-01-19
CUST_01782,2023-04-03
CUST_01783,2025-03-31
CUST_01784,2023-04-15
CUST_01785,2024-02-03
CUST_01786,2025-01-12
CUST_01787,2024-08-14
CUST_01788,2023-05-31
CUST_01789,2025-03-02
CUST_01790,2025-10-29
CUST_01791,2025-07-11
CUST_01792,2024-07-26
CUST_01793,2023-09-01
CUST_01794,2023-09-21
CUST_01795,2023-07-18
CUST_01796,2025-03-17
CUST_01797,2025-02-03
CUST_01798,2024-11-25
CUST_01799,2025-01-18
CUST_01800,2023-10-23
CUST_01801,2024-02-12
CUST_01802,2025-11-08
CUST_01803,2025-04-02
CUST_01804,2025-10-21
CUST_01805,2023-03-24
CUST_01806,2023-04-03
CUST_01807,2023-03-21
CUST_01808,2023-10-08
CUST_01809,2024-11-13
CUST_01810,2025-08-28
CUST_01811,2025-11-29
CUST_01812,2025-07-24
CUST_01813,2023-11-02
CUST_01814,2025-11-21
CUST_01815,2023-10-14
CUST_01816,2024-11-02
CUST_01817,2024-10-14
CUST_01818,2023-11-29
CUST_01819,2025-03-15
CUST_01820,2024-09-04
CUST_01821,2024-11-19
CUST_01822,2025-11-04
CUST_01823,2025-11-09
CUST_01824,2025-12-26
CUST_01825,2025-09-30
CUST_01826,2024-09-05
CUST_01827,2025-08-30
CUST_01828,2023-02-04
CUST_01829,2025-01-24
CUST_01830,2024-11-09
CUST_01831,2023-08-13
CUST_01832,2025-05-03
CUST_01833,2024-09-22
CUST_01834,2023-02-24
CUST_01835,2025-08-29
CUST_01836,2024-06-27
CUST_01837,2024-04-11
CUST_01838,2023-04-16
CUST_01839,2025-09-10
CUST_01840,2023-12-16
CUST_01841,2025-12-09
CUST_01842,2025-02-17
CUST_01843,2023-10-30
CUST_01844,2024-05-11
CUST_01845,2023-03-06
CUST_01846,2023-08-14
CUST_01847,2024-01-26
CUST_01848,2023-02-08
CUST_01849,2025-06-22
CUST_01850,2024-10-04
CUST_01851,2025-05-07
CUST_01852,2023-11-07
CUST_01853,2025-04-25
CUST_01854,2024-02-22
CUST_01855,2025-04-20
CUST_01856,2025-10-24
CUST_01857,2025-08-23
CUST_01858,2023-05-08
CUST_01859,2023-10-10
CUST_01860,2025-11-28
CUST_01861,2024-02-29
CUST_01862,2024-10-27
CUST_01863,2025-09-06
CUST_01864,2025-12-12
CUST_01865,2025-02-10
CUST_01866,2024-10-04
CUST_01867,2023-12-21
CUST_01868,2025-07-30
CUST_01869,2025-12-27
CUST_01870,2024-12-02
CUST_01871,2024-12-26
CUST_01872,2024-06-25
CUST_01873,2025-09-18
CUST_01874,2024-01-29
CUST_01875,2024-05-19
CUST_01876,2024-07-25
CUST_01877,2024-09-03
CUST_01878,2024-04-05
CUST_01879,2024-09-01
CUST_01880,2024-08-14
CUST_01881,2024-02-29
CUST_01882,2025-09-28
CUST_01883,2024-10-11
CUST_01884,2025-09-09
CUST_01885,2024-12-15
CUST_01886,2024-07-14
CUST_01887,2024-08-12
CUST_01888,2023-09-07
CUST_01889,2025-02-16
CUST_01890,2025-03-19
CUST_01891,2024-12-07
CUST_01892,2023-10-27
CUST_01893,2024-08-17
CUST_01894,2023-03-28
CUST_01895,2024-08-12
CUST_01896,2023-06-11
CUST_01897,2024-12-10
CUST_01898,2025-06-24
CUST_01899,2024-06-09
CUST_01900,2025-09-08
CUST_01901,2024-03-14
CUST_01902,2024-02-18
CUST_01903,2024-07-09
CUST_01904,2024-07-10
CUST_01905,2023-10-09
CUST_01906,2023-08-12
CUST_01907,2024-05-05
CUST_01908,2024-05-11
CUST_01909,2023-04-14
CUST_01910,2025-12-23
CUST_01911,2024-04-07
CUST_01912,2024-04-21
CUST_01913,2023-04-18
CUST_01914,2023-07-25
CUST_01915,2025-04-26
CUST_01916,2024-11-07
CUST_01917,2025-08-25
CUST_01918,2023-07-25
CUST_01919,2023-10-09
CUST_01920,2023-01-11
CUST_01921,2023-11-20
CUST_01922,2025-04-13
CUST_01923,2025-09-01
CUST_01924,2025-09-04
CUST_01925,2024-02-13
CUST_01926,2024-08-11
CUST_01927,2024-10-19
CUST_01928,2024-08-07
CUST_01929,2023-05-02
CUST_01930,2023-07-03
CUST_01931,2024-04-20
CUST_01932,2025-12-31
CUST_01933,2023-03-18
CUST_01934,2023-12-25
CUST_01935,2025-05-05
CUST_01936,2023-12-27
CUST_01937,2023-03-16
CUST_01938,2025-03-24
CUST_01939,2025-10-11
CUST_01940,2024-01-17
CUST_01941,2024-08-15
CUST_01942,2023-03-18
CUST_01943,2023-01-19
CUST_01944,2024-09-03
CUST_01945,2023-08-08
CUST_01946,2024-11-17
CUST_01947,2024-08-05
CUST_01948,2025-07-19
CUST_01949,2025-12-09
CUST_01950,2025-10-08
CUST_01951,2023-10-02
CUST_01952,2025-10-29
CUST_01953,2025-08-16
CUST_01954,2024-07-12
CUST_01955,2024-01-30
CUST_01956,2023-08-19
CUST_01957,2024-11-08
CUST_01958,2023-11-29
CUST_01959,2025-07-28
CUST_01960,2024-06-10
CUST_01961,2024-01-17
CUST_01962,2023-01-29
CUST_01963,2024-11-21
CUST_01964,2024-08-27
CUST_01965,2024-01-31
CUST_01966,2023-12-26
CUST_01967,2025-04-10
CUST_01968,2025-05-25
CUST_01969,2025-11-21
CUST_01970,2024-11-02
CUST_01971,2023-06-27
CUST_01972,2025-03-31
CUST_01973,2023-07-15
CUST_01974,2024-01-14
CUST_01975,2023-10-15
CUST_01976,2025-09-04
CUST_01977,2024-10-24
CUST_01978,2024-05-23
CUST_01979,2023-01-14
CUST_01980,2024-06-18
CUST_01981,2025-02-24
CUST_01982,2024-04-27
CUST_01983,2025-07-03
CUST_01984,2024-06-30
CUST_01985,2024-11-06
CUST_01986,2024-09-10
CUST_01987,2023-01-24
CUST_01988,2024-06-19
CUST_01989,2025-01-06
CUST_01990,2024-04-28
CUST_01991,2023-05-08
CUST_01992,2023-08-31
CUST_01993,2025-08-11
CUST_01994,2024-09-20
CUST_01995,2023-11-24
CUST_01996,2025-04-10
CUST_01997,2025-10-26
