shipment_id,origin_city,destination_city,expected_duration,delivery_duration,delay_flag
SHP_0001419,Jakarta,Surabaya,2,3,0
SHP_0001420,Bandung,Balikpapan,4,7,1
SHP_0001421,Balikpapan,Semarang,5,4,0
SHP_0001422,Surabaya,Bandung,2,3,0
SHP_0001423,Medan,Makassar,1,1,0
SHP_0001424,Semarang,Medan,5,7,1
SHP_0001425,Makassar,Balikpapan,3,2,0
SHP_0001426,Denpasar,Bandung,3,4,0
SHP_0001427,Surabaya,Makassar,4,4,0
SHP_0001428,Medan,Jakarta,3,6,1
SHP_0001429,Surabaya,Jakarta,1,1,0
SHP_0001430,Bandung,Surabaya,4,5,0
SHP_0001431,Semarang,Makassar,4,6,1
SHP_0001432,Medan,Makassar,1,2,0
SHP_0001433,Makassar,Bandung,1,1,0
SHP_0001434,Balikpapan,Medan,5,7,1
SHP_0001435,Makassar,Semarang,5,5,0
SHP_0001436,Surabaya,Bandung,5,6,1
SHP_0001437,Makassar,Denpasar,4,5,0
SHP_0001438,Balikpapan,Bandung,5,5,0
SHP_0001439,Jakarta,Surabaya,3,2,0
SHP_0001440,Surabaya,Jakarta,3,2,0
SHP_0001441,Surabaya,Bandung,2,2,0
SHP_0001442,Balikpapan,Makassar,1,1,0
SHP_0001443,Jakarta,Medan,5,5,0
SHP_0001444,Makassar,Semarang,2,2,0
SHP_0001445,Semarang,Bandung,2,2,0
SHP_0001446,Semarang,Denpasar,1,2,0
SHP_0001447,Makassar,Denpasar,2,2,0
SHP_0001448,Medan,Bandung,2,2,0
SHP_0001449,Surabaya,Makassar,5,6,0
SHP_0001450,Semarang,Surabaya,2,3,0
SHP_0001451,Balikpapan,Makassar,1,1,0
SHP_0001452,Semarang,Denpasar,3,2,0
SHP_0001453,Bandung,Jakarta,1,1,0
SHP_0001454,Surabaya,Jakarta,3,2,0
SHP_0001455,Jakarta,Balikpapan,4,7,1
SHP_0001456,Jakarta,Medan,1,1,0
SHP_0001457,Jakarta,Semarang,2,2,0
SHP_0001458,Semarang,Surabaya,3,6,1
SHP_0001459,Makassar,Medan,2,1,0
SHP_0001460,Semarang,Surabaya,1,1,0
SHP_0001461,Jakarta,Makassar,4,4,0
SHP_0001462,Jakarta,Semarang,3,2,0
SHP_0001463,Balikpapan,Denpasar,4,6,1
SHP_0001464,Bandung,Semarang,5,6,0
SHP_0001465,Balikpapan,Makassar,5,6,0
SHP_0001466,Jakarta,Medan,3,4,1
SHP_0001467,Semarang,Medan,1,1,0
SHP_0001468,Semarang,Jakarta,2,3,0
SHP_0001469,Denpasar,Jakarta,5,5,0
SHP_0001470,Surabaya,Medan,3,4,0
SHP_0001471,Bandung,Surabaya,4,5,0
SHP_0001472,Semarang,Denpasar,4,3,0
SHP_0001473,Medan,Semarang,1,2,0
SHP_0001474,Balikpapan,Makassar,5,6,1
SHP_0001475,Semarang,Jakarta,2,2,0
SHP_0001476,Makassar,Semarang,5,5,0
SHP_0001477,Denpasar,Makassar,3,4,0
SHP_0001478,Semarang,Medan,3,4,0
SHP_0001479,Surabaya,Jakarta,5,5,0
SHP_0001480,Bandung,Surabaya,2,5,1
SHP_0001481,Jakarta,Denpasar,1,2,0
SHP_0001482,Balikpapan,Bandung,1,1,0
SHP_0001483,Makassar,Bandung,3,3,0
SHP_0001484,Makassar,Semarang,2,2,0
SHP_0001485,Jakarta,Balikpapan,3,5,1
SHP_0001486,Denpasar,Makassar,3,3,0
SHP_0001487,Makassar,Semarang,5,5,0
SHP_0001488,Bandung,Medan,1,1,0
SHP_0001489,Bandung,Makassar,5,5,0
SHP_0001490,Surabaya,Semarang,3,2,0
SHP_0001491,Balikpapan,Jakarta,4,4,0
SHP_0001492,Balikpapan,Surabaya,5,6,1
SHP_0001493,Surabaya,Jakarta,4,5,1
SHP_0001494,Denpasar,Makassar,2,3,0
SHP_0001495,Medan,Denpasar,1,1,0
SHP_0001496,Medan,Bandung,2,3,0
SHP_0001497,Makassar,Jakarta,3,6,1
SHP_0001498,Surabaya,Denpasar,2,5,1
SHP_0001499,Semarang,Surabaya,3,2,0
SHP_0001500,Bandung,Semarang,3,5,1
SHP_0001501,Balikpapan,Jakarta,4,4,0
SHP_0001502,Makassar,Semarang,5,5,0
SHP_0001503,Jakarta,Semarang,3,4,1
SHP_0001504,Jakarta,Bandung,3,5,1
SHP_0001505,Denpasar,Medan,5,6,0
SHP_0001506,Balikpapan,Denpasar,2,1,0
SHP_0001507,Jakarta,Bandung,5,6,0
SHP_0001508,Makassar,Jakarta,2,4,1
SHP_0001509,Jakarta,Balikpapan,2,1,0
SHP_0001510,Bandung,Makassar,4,4,0
SHP_0001511,Makassar,Balikpapan,4,3,0
SHP_0001512,Bandung,Medan,5,8,1
SHP_0001513,Makassar,Balikpapan,3,3,0
SHP_0001514,Makassar,Jakarta,2,1,0
SHP_0001515,Balikpapan,Medan,3,4,0
SHP_0001516,Jakarta,Surabaya,5,8,1
SHP_0001517,Makassar,Medan,3,5,1
SHP_0001518,Makassar,Surabaya,4,5,1
SHP_0001519,Makassar,Balikpapan,3,2,0
SHP_0001520,Medan,Denpasar,2,4,1
SHP_0001521,Medan,Makassar,2,3,1
SHP_0001522,Denpasar,Jakarta,4,3,0
SHP_0001523,Makassar,Bandung,5,5,0
SHP_0001524,Makassar,Surabaya,4,3,0
SHP_0001525,Makassar,Semarang,1,1,0
SHP_0001526,Balikpapan,Jakarta,3,5,1
SHP_0001527,Jakarta,Surabaya,2,1,0
SHP_0001528,Surabaya,Medan,2,3,0
SHP_0001529,Makassar,Surabaya,2,1,0
SHP_0001530,Denpasar,Bandung,1,1,0
SHP_0001531,Denpasar,Semarang,5,4,0
SHP_0001532,Bandung,Balikpapan,1,1,0
SHP_0001533,Bandung,Balikpapan,3,3,0
SHP_0001534,Denpasar,Semarang,5,5,0
SHP_0001535,Surabaya,Bandung,3,4,0
SHP_0001536,Jakarta,Bandung,2,3,0
SHP_0001537,Surabaya,Denpasar,2,3,0
SHP_0001538,Medan,Denpasar,1,1,0
SHP_0001539,Makassar,Surabaya,3,3,0
SHP_0001540,Jakarta,Denpasar,3,3,0
SHP_0001541,Bandung,Medan,5,8,1
SHP_0001542,Semarang,Makassar,1,1,0
SHP_0001543,Makassar,Denpasar,5,6,0
SHP_0001544,Bandung,Denpasar,1,1,0
SHP_0001545,Makassar,Surabaya,3,2,0
SHP_0001546,Surabaya,Semarang,4,3,0
SHP_0001547,Medan,Bandung,2,2,0
SHP_0001548,Denpasar,Semarang,4,6,1
SHP_0001549,Jakarta,Bandung,3,4,0
SHP_0001550,Bandung,Medan,5,5,0
SHP_0001551,Semarang,Balikpapan,4,5,0
SHP_0001552,Makassar,Denpasar,5,6,0
SHP_0001553,Bandung,Medan,5,4,0
SHP_0001554,Surabaya,Makassar,3,5,1
SHP_0001555,Bandung,Semarang,2,3,0
SHP_0001556,Semarang,Makassar,1,2,0
SHP_0001557,Semarang,Balikpapan,4,4,0
SHP_0001558,Bandung,Makassar,5,5,0
SHP_0001559,Denpasar,Semarang,2,1,0
SHP_0001560,Medan,Jakarta,5,7,1
SHP_0001561,Jakarta,Balikpapan,3,3,0
SHP_0001562,Bandung,Medan,2,3,0
SHP_0001563,Semarang,Medan,5,5,0
SHP_0001564,Balikpapan,Jakarta,5,5,0
SHP_0001565,Denpasar,Jakarta,4,4,0
SHP_0001566,Jakarta,Makassar,3,2,0
SHP_0001567,Makassar,Bandung,1,1,0
SHP_0001568,Bandung,Semarang,4,5,0
SHP_0001569,Jakarta,Makassar,2,3,0
SHP_0001570,Surabaya,Medan,5,7,1
SHP_0001571,Semarang,Denpasar,3,3,0
SHP_0001572,Bandung,Denpasar,4,3,0
SHP_0001573,Denpasar,Semarang,3,3,0
SHP_0001574,Balikpapan,Semarang,5,7,1
SHP_0001575,Denpasar,Surabaya,1,1,0
SHP_0001576,Makassar,Bandung,5,6,0
SHP_0001577,Bandung,Medan,1,1,0
SHP_0001578,Jakarta,Makassar,3,4,0
SHP_0001579,Jakarta,Denpasar,2,3,0
SHP_0001580,Balikpapan,Semarang,3,3,0
SHP_0001581,Jakarta,Makassar,1,1,0
SHP_0001582,Semarang,Jakarta,1,2,0
SHP_0001583,Denpasar,Semarang,1,1,0
SHP_0001584,Bandung,Semarang,1,1,0
SHP_0001585,Bandung,Balikpapan,1,4,1
SHP_0001586,Jakarta,Medan,2,3,0
SHP_0001587,Jakarta,Semarang,1,1,0
SHP_0001588,Jakarta,Denpasar,5,6,0
SHP_0001589,Surabaya,Semarang,2,1,0
SHP_0001590,Semarang,Medan,1,3,1
SHP_0001591,Makassar,Semarang,3,4,0
SHP_0001592,Denpasar,Bandung,1,2,0
SHP_0001593,Balikpapan,Semarang,5,4,0
SHP_0001594,Medan,Semarang,2,4,1
SHP_0001595,Medan,Makassar,4,5,0
SHP_0001596,Makassar,Denpasar,5,5,0
SHP_0001597,Surabaya,Makassar,1,1,0
SHP_0001598,Bandung,Surabaya,2,1,0
SHP_0001599,Balikpapan,Denpasar,1,4,1
SHP_0001600,Jakarta,Denpasar,2,4,1
SHP_0001601,Bandung,Balikpapan,1,2,0
SHP_0001602,Jakarta,Semarang,3,4,1
SHP_0001603,Denpasar,Balikpapan,3,4,0
SHP_0001604,Semarang,Jakarta,1,2,0
SHP_0001605,Balikpapan,Surabaya,2,1,0
SHP_0001606,Balikpapan,Jakarta,4,4,0
SHP_0001607,Makassar,Jakarta,3,4,0
SHP_0001608,Semarang,Bandung,1,2,0
SHP_0001609,Semarang,Bandung,3,4,0
SHP_0001610,Denpasar,Balikpapan,1,2,1
SHP_0001611,Surabaya,Bandung,2,2,0
SHP_0001612,Makassar,Semarang,5,4,0
SHP_0001613,Surabaya,Jakarta,3,2,0
SHP_0001614,Bandung,Jakarta,4,4,0
SHP_0001615,Semarang,Medan,5,4,0
SHP_0001616,Medan,Surabaya,4,5,0
SHP_0001617,Denpasar,Makassar,4,5,0
SHP_0001618,Balikpapan,Medan,3,5,1
SHP_0001619,Balikpapan,Bandung,1,1,0
SHP_0001620,Jakarta,Surabaya,2,2,0
SHP_0001621,Makassar,Medan,1,1,0
SHP_0001622,Balikpapan,Jakarta,4,5,1
SHP_0001623,Surabaya,Denpasar,2,1,0
SHP_0001624,Makassar,Denpasar,1,2,0
SHP_0001625,Medan,Balikpapan,5,6,0
SHP_0001626,Denpasar,Surabaya,4,3,0
SHP_0001627,Makassar,Jakarta,3,2,0
SHP_0001628,Balikpapan,Makassar,4,4,0
SHP_0001629,Makassar,Semarang,3,3,0
SHP_0001630,Surabaya,Bandung,2,1,0
SHP_0001631,Medan,Surabaya,5,7,1
SHP_0001632,Makassar,Bandung,3,6,1
SHP_0001633,Medan,Bandung,2,2,0
SHP_0001634,Balikpapan,Surabaya,4,5,1
SHP_0001635,Medan,Surabaya,1,2,0
SHP_0001636,Semarang,Jakarta,4,3,0
SHP_0001637,Balikpapan,Semarang,2,2,0
SHP_0001638,Jakarta,Surabaya,3,5,1
SHP_0001639,Makassar,Balikpapan,5,6,0
SHP_0001640,Semarang,Balikpapan,4,5,0
SHP_0001641,Denpasar,Makassar,5,4,0
SHP_0001642,Denpasar,Jakarta,1,2,0
SHP_0001643,Balikpapan,Surabaya,4,5,0
SHP_0001644,Surabaya,Balikpapan,5,5,0
SHP_0001645,Jakarta,Bandung,5,4,0
SHP_0001646,Bandung,Semarang,1,2,0
SHP_0001647,Bandung,Makassar,1,4,1
SHP_0001648,Balikpapan,Semarang,4,3,0
SHP_0001649,Balikpapan,Medan,3,3,0
SHP_0001650,Bandung,Surabaya,2,3,1
SHP_0001651,Surabaya,Balikpapan,4,3,0
SHP_0001652,Makassar,Jakarta,3,4,0
SHP_0001653,Semarang,Denpasar,5,4,0
SHP_0001654,Denpasar,Bandung,5,7,1
SHP_0001655,Jakarta,Makassar,1,2,0
SHP_0001656,Denpasar,Surabaya,5,5,0
SHP_0001657,Jakarta,Surabaya,2,5,1
SHP_0001658,Medan,Semarang,4,3,0
SHP_0001659,Denpasar,Surabaya,1,1,0
SHP_0001660,Surabaya,Balikpapan,5,5,0
SHP_0001661,Bandung,Medan,5,7,1
SHP_0001662,Semarang,Makassar,5,7,1
SHP_0001663,Medan,Bandung,4,5,0
SHP_0001664,Semarang,Surabaya,3,5,1
SHP_0001665,Medan,Denpasar,4,4,0
SHP_0001666,Balikpapan,Surabaya,3,4,0
SHP_0001667,Surabaya,Jakarta,3,4,1
SHP_0001668,Jakarta,Bandung,3,5,1
SHP_0001669,Medan,Jakarta,3,5,1
SHP_0001670,Jakarta,Makassar,3,5,1
SHP_0001671,Balikpapan,Makassar,2,4,1
SHP_0001672,Medan,Bandung,2,3,0
SHP_0001673,Medan,Surabaya,2,1,0
SHP_0001674,Makassar,Bandung,5,6,0
SHP_0001675,Surabaya,Semarang,2,4,1
SHP_0001676,Semarang,Denpasar,3,3,0
SHP_0001677,Semarang,Bandung,2,2,0
SHP_0001678,Surabaya,Balikpapan,3,6,1
SHP_0001679,Medan,Surabaya,5,6,0
SHP_0001680,Bandung,Balikpapan,2,3,0
SHP_0001681,Bandung,Makassar,3,4,0
SHP_0001682,Surabaya,Medan,3,3,0
SHP_0001683,Surabaya,Jakarta,3,2,0
SHP_0001684,Denpasar,Balikpapan,3,4,0
SHP_0001685,Medan,Semarang,5,4,0
SHP_0001686,Makassar,Medan,3,3,0
SHP_0001687,Surabaya,Denpasar,1,2,1
SHP_0001688,Makassar,Surabaya,5,5,0
SHP_0001689,Balikpapan,Bandung,1,1,0
SHP_0001690,Balikpapan,Makassar,1,1,0
SHP_0001691,Surabaya,Medan,3,5,1
SHP_0001692,Denpasar,Balikpapan,4,4,0
SHP_0001693,Jakarta,Makassar,1,2,0
SHP_0001694,Medan,Makassar,4,5,0
SHP_0001695,Surabaya,Balikpapan,2,4,1
SHP_0001696,Medan,Bandung,5,8,1
SHP_0001697,Semarang,Medan,4,4,0
SHP_0001698,Medan,Surabaya,3,4,0
SHP_0001699,Denpasar,Medan,5,6,0
SHP_0001700,Denpasar,Makassar,1,1,0
SHP_0001701,Semarang,Balikpapan,1,2,0
SHP_0001702,Bandung,Denpasar,1,1,0
SHP_0001703,Surabaya,Semarang,1,2,0
SHP_0001704,Surabaya,Balikpapan,1,2,1
SHP_0001705,Surabaya,Denpasar,3,2,0
SHP_0001706,Bandung,Denpasar,2,3,0
SHP_0001707,Balikpapan,Denpasar,5,4,0
SHP_0001708,Surabaya,Semarang,1,1,0
SHP_0001709,Denpasar,Balikpapan,5,6,0
SHP_0001710,Makassar,Surabaya,3,4,0
SHP_0001711,Jakarta,Surabaya,5,5,0
SHP_0001712,Medan,Bandung,1,1,0
SHP_0001713,Medan,Semarang,3,2,0
SHP_0001714,Makassar,Jakarta,5,7,1
SHP_0001715,Bandung,Surabaya,2,2,0
SHP_0001716,Balikpapan,Bandung,3,2,0
SHP_0001717,Makassar,Jakarta,3,4,0
SHP_0001718,Denpasar,Makassar,2,3,0
SHP_0001719,Semarang,Bandung,3,3,0
SHP_0001720,Denpasar,Jakarta,3,2,0
SHP_0001721,Balikpapan,Makassar,1,1,0
SHP_0001722,Denpasar,Makassar,2,2,0
SHP_0001723,Surabaya,Bandung,2,1,0
SHP_0001724,Medan,Bandung,4,5,1
SHP_0001725,Semarang,Surabaya,2,3,0
SHP_0001726,Denpasar,Makassar,3,4,0
SHP_0001727,Balikpapan,Semarang,2,1,0
SHP_0001728,Balikpapan,Semarang,5,6,0
SHP_0001729,Balikpapan,Jakarta,4,5,0
SHP_0001730,Semarang,Makassar,2,3,0
SHP_0001731,Bandung,Balikpapan,2,1,0
SHP_0001732,Semarang,Medan,3,4,0
SHP_0001733,Bandung,Jakarta,3,4,1
SHP_0001734,Medan,Semarang,2,2,0
SHP_0001735,Makassar,Jakarta,3,4,0
SHP_0001736,Bandung,Denpasar,4,3,0
SHP_0001737,Jakarta,Denpasar,1,2,0
SHP_0001738,Bandung,Balikpapan,2,1,0
SHP_0001739,Balikpapan,Bandung,1,1,0
SHP_0001740,Bandung,Jakarta,3,4,1
SHP_0001741,Jakarta,Balikpapan,5,4,0
SHP_0001742,Makassar,Surabaya,2,4,1
SHP_0001743,Balikpapan,Jakarta,2,1,0
SHP_0001744,Surabaya,Medan,5,6,1
SHP_0001745,Makassar,Jakarta,4,4,0
SHP_0001746,Surabaya,Balikpapan,4,3,0
SHP_0001747,Jakarta,Surabaya,1,2,0
SHP_0001748,Semarang,Medan,1,1,0
SHP_0001749,Makassar,Semarang,2,5,1
SHP_0001750,Surabaya,Jakarta,2,3,1
SHP_0001751,Medan,Balikpapan,4,3,0
SHP_0001752,Bandung,Surabaya,5,5,0
SHP_0001753,Balikpapan,Semarang,5,4,0
SHP_0001754,Semarang,Denpasar,1,1,0
SHP_0001755,Jakarta,Bandung,3,6,1
SHP_0001756,Balikpapan,Surabaya,5,4,0
SHP_0001757,Bandung,Surabaya,1,1,0
SHP_0001758,Surabaya,Jakarta,4,5,0
SHP_0001759,Bandung,Semarang,4,3,0
SHP_0001760,Denpasar,Medan,3,4,1
SHP_0001761,Surabaya,Balikpapan,3,6,1
SHP_0001762,Bandung,Denpasar,5,6,0
SHP_0001763,Makassar,Semarang,2,3,0
SHP_0001764,Surabaya,Denpasar,1,2,0
SHP_0001765,Surabaya,Medan,1,2,0
SHP_0001766,Jakarta,Bandung,2,2,0
SHP_0001767,Surabaya,Medan,4,3,0
SHP_0001768,Denpasar,Makassar,5,6,0
SHP_0001769,Makassar,Semarang,5,7,1
SHP_0001770,Semarang,Denpasar,1,1,0
SHP_0001771,Bandung,Semarang,1,1,0
SHP_0001772,Makassar,Surabaya,1,2,0
SHP_0001773,Medan,Jakarta,4,7,1
SHP_0001774,Jakarta,Bandung,2,2,0
SHP_0001775,Denpasar,Jakarta,5,4,0
SHP_0001776,Denpasar,Surabaya,3,2,0
SHP_0001777,Makassar,Bandung,1,2,0
SHP_0001778,Balikpapan,Semarang,3,4,0
SHP_0001779,Semarang,Jakarta,3,2,0
SHP_0001780,Makassar,Semarang,5,6,0
SHP_0001781,Semarang,Denpasar,1,2,0
SHP_0001782,Surabaya,Makassar,1,1,0
SHP_0001783,Bandung,Medan,4,5,0
SHP_0001784,Balikpapan,Surabaya,5,6,0
SHP_0001785,Balikpapan,Medan,4,5,0
SHP_0001786,Makassar,Balikpapan,1,2,0
SHP_0001787,Medan,Semarang,3,2,0
SHP_0001788,Semarang,Jakarta,5,6,1
SHP_0001789,Makassar,Medan,1,1,0
SHP_0001790,Bandung,Semarang,1,2,0
SHP_0001791,Makassar,Semarang,2,2,0
SHP_0001792,Balikpapan,Semarang,1,2,0
SHP_0001793,Semarang,Jakarta,1,1,0
SHP_0001794,Bandung,Medan,3,3,0
SHP_0001795,Semarang,Medan,2,4,1
SHP_0001796,Medan,Balikpapan,4,5,1
SHP_0001797,Denpasar,Surabaya,4,5,1
SHP_0001798,Semarang,Denpasar,5,4,0
SHP_0001799,Jakarta,Medan,2,4,1
SHP_0001800,Denpasar,Balikpapan,4,3,0
SHP_0001801,Surabaya,Denpasar,5,5,0
SHP_0001802,Semarang,Medan,2,4,1
SHP_0001803,Bandung,Denpasar,1,1,0
SHP_0001804,Jakarta,Medan,4,3,0
SHP_0001805,Medan,Surabaya,1,1,0
SHP_0001806,Medan,Surabaya,3,3,0
SHP_0001807,Bandung,Semarang,2,1,0
SHP_0001808,Denpasar,Medan,1,1,0
SHP_0001809,Semarang,Medan,2,1,0
SHP_0001810,Denpasar,Surabaya,2,1,0
SHP_0001811,Jakarta,Bandung,5,4,0
SHP_0001812,Balikpapan,Surabaya,5,7,1
SHP_0001813,Medan,Bandung,2,5,1
SHP_0001814,Surabaya,Denpasar,4,5,0
SHP_0001815,Semarang,Denpasar,2,2,0
SHP_0001816,Makassar,Medan,2,3,0
SHP_0001817,Makassar,Denpasar,1,1,0
SHP_0001818,Jakarta,Balikpapan,4,3,0
SHP_0001819,Jakarta,Denpasar,2,3,0
SHP_0001820,Makassar,Medan,3,3,0
SHP_0001821,Jakarta,Medan,4,3,0
SHP_0001822,Surabaya,Jakarta,3,3,0
SHP_0001823,Surabaya,Semarang,1,2,1
SHP_0001824,Jakarta,Medan,3,4,0
SHP_0001825,Denpasar,Jakarta,3,2,0
SHP_0001826,Medan,Balikpapan,3,4,1
SHP_0001827,Makassar,Balikpapan,4,4,0
SHP_0001828,Bandung,Balikpapan,3,2,0
SHP_0001829,Denpasar,Jakarta,3,4,0
SHP_0001830,Jakarta,Balikpapan,5,4,0
SHP_0001831,Surabaya,Semarang,1,2,0
SHP_0001832,Denpasar,Balikpapan,5,4,0
SHP_0001833,Surabaya,Makassar,2,1,0
SHP_0001834,Balikpapan,Surabaya,3,3,0
SHP_0001835,Makassar,Medan,1,2,0
SHP_0001836,Denpasar,Surabaya,3,4,0
SHP_0001837,Semarang,Makassar,3,3,0
SHP_0001838,Denpasar,Makassar,4,4,0
SHP_0001839,Denpasar,Medan,1,1,0
SHP_0001840,Denpasar,Bandung,2,1,0
SHP_0001841,Makassar,Bandung,2,3,0
SHP_0001842,Semarang,Jakarta,5,4,0
SHP_0001843,Denpasar,Surabaya,4,5,0
SHP_0001844,Denpasar,Bandung,5,4,0
SHP_0001845,Balikpapan,Jakarta,1,2,0
SHP_0001846,Surabaya,Bandung,2,2,0
SHP_0001847,Surabaya,Denpasar,3,2,0
SHP_0001848,Balikpapan,Jakarta,5,6,0
SHP_0001849,Balikpapan,Semarang,5,5,0
SHP_0001850,Medan,Jakarta,5,7,1
SHP_0001851,Bandung,Surabaya,4,3,0
SHP_0001852,Medan,Balikpapan,3,4,0
SHP_0001853,Makassar,Medan,3,2,0
SHP_0001854,Denpasar,Semarang,2,1,0
SHP_0001855,Bandung,Semarang,1,1,0
SHP_0001856,Medan,Balikpapan,3,2,0
SHP_0001857,Surabaya,Bandung,2,4,1
SHP_0001858,Jakarta,Medan,1,1,0
SHP_0001859,Medan,Denpasar,4,5,0
SHP_0001860,Medan,Makassar,5,5,0
SHP_0001861,Balikpapan,Denpasar,3,3,0
SHP_0001862,Denpasar,Medan,3,4,1
SHP_0001863,Semarang,Medan,1,1,0
SHP_0001864,Bandung,Surabaya,5,7,1
SHP_0001865,Balikpapan,Makassar,3,2,0
SHP_0001866,Balikpapan,Denpasar,4,5,0
SHP_0001867,Medan,Makassar,1,1,0
SHP_0001868,Makassar,Jakarta,2,1,0
SHP_0001869,Jakarta,Semarang,4,4,0
SHP_0001870,Surabaya,Bandung,1,3,1
SHP_0001871,Surabaya,Makassar,4,4,0
SHP_0001872,Semarang,Makassar,2,2,0
SHP_0001873,Surabaya,Denpasar,3,2,0
SHP_0001874,Jakarta,Makassar,3,5,1
SHP_0001875,Balikpapan,Denpasar,5,4,0
SHP_0001876,Balikpapan,Denpasar,1,2,0
SHP_0001877,Medan,Surabaya,4,4,0
SHP_0001878,Bandung,Denpasar,5,8,1
SHP_0001879,Jakarta,Semarang,5,6,0
SHP_0001880,Semarang,Makassar,2,2,0
SHP_0001881,Makassar,Balikpapan,3,2,0
SHP_0001882,Semarang,Surabaya,3,4,0
SHP_0001883,Jakarta,Surabaya,1,1,0
SHP_0001884,Jakarta,Bandung,3,3,0
SHP_0001885,Bandung,Makassar,5,7,1
SHP_0001886,Makassar,Surabaya,5,5,0
SHP_0001887,Balikpapan,Surabaya,2,1,0
SHP_0001888,Medan,Makassar,5,6,0
SHP_0001889,Surabaya,Jakarta,3,4,0
SHP_0001890,Jakarta,Makassar,3,4,0
SHP_0001891,Balikpapan,Denpasar,3,2,0
SHP_0001892,Semarang,Makassar,2,1,0
SHP_0001893,Makassar,Balikpapan,3,6,1
SHP_0001894,Jakarta,Denpasar,2,1,0
SHP_0001895,Balikpapan,Makassar,3,2,0
SHP_0001896,Surabaya,Medan,3,2,0
SHP_0001897,Jakarta,Denpasar,2,2,0
SHP_0001898,Balikpapan,Denpasar,3,5,1
SHP_0001899,Medan,Balikpapan,4,5,0
SHP_0001900,Makassar,Bandung,5,6,0
SHP_0001901,Jakarta,Medan,3,3,0
SHP_0001902,Jakarta,Medan,5,5,0
SHP_0001903,Jakarta,Surabaya,4,5,0
SHP_0001904,Medan,Semarang,1,1,0
SHP_0001905,Bandung,Semarang,1,3,1
SHP_0001906,Denpasar,Balikpapan,1,3,1
SHP_0001907,Balikpapan,Bandung,2,5,1
SHP_0001908,Jakarta,Semarang,4,4,0
SHP_0001909,Makassar,Medan,3,2,0
SHP_0001910,Balikpapan,Denpasar,1,1,0
SHP_0001911,Surabaya,Balikpapan,2,5,1
SHP_0001912,Jakarta,Bandung,3,3,0
SHP_0001913,Surabaya,Makassar,5,6,1
SHP_0001914,Surabaya,Balikpapan,2,2,0
SHP_0001915,Denpasar,Makassar,5,7,1
SHP_0001916,Surabaya,Semarang,2,5,1
SHP_0001917,Medan,Denpasar,2,3,0
SHP_0001918,Surabaya,Semarang,5,5,0
SHP_0001919,Balikpapan,Semarang,1,1,0
SHP_0001920,Makassar,Bandung,1,2,0
SHP_0001921,Balikpapan,Makassar,5,6,0
SHP_0001922,Balikpapan,Surabaya,4,7,1
SHP_0001923,Makassar,Denpasar,4,4,0
SHP_0001924,Denpasar,Surabaya,1,1,0
SHP_0001925,Jakarta,Medan,1,2,0
SHP_0001926,Surabaya,Medan,3,5,1
SHP_0001927,Makassar,Medan,4,3,0
SHP_0001928,Surabaya,Jakarta,1,1,0
SHP_0001929,Balikpapan,Jakarta,2,1,0
SHP_0001930,Semarang,Makassar,4,6,1
SHP_0001931,Surabaya,Denpasar,2,3,0
SHP_0001932,Denpasar,Semarang,4,5,0
SHP_0001933,Semarang,Medan,2,2,0
SHP_0001934,Makassar,Bandung,3,3,0
SHP_0001935,Makassar,Balikpapan,4,3,0
SHP_0001936,Bandung,Medan,3,2,0
SHP_0001937,Medan,Balikpapan,3,4,0
SHP_0001938,Balikpapan,Semarang,1,1,0
SHP_0001939,Semarang,Balikpapan,5,4,0
SHP_0001940,Medan,Balikpapan,2,1,0
SHP_0001941,Bandung,Medan,1,4,1
SHP_0001942,Semarang,Medan,2,2,0
SHP_0001943,Balikpapan,Bandung,4,3,0
SHP_0001944,Balikpapan,Medan,5,5,0
SHP_0001945,Balikpapan,Jakarta,2,3,0
SHP_0001946,Jakarta,Makassar,4,4,0
SHP_0001947,Balikpapan,Surabaya,5,5,0
SHP_0001948,Jakarta,Surabaya,5,5,0
SHP_0001949,Surabaya,Semarang,1,1,0
SHP_0001950,Medan,Surabaya,4,5,1
SHP_0001951,Makassar,Medan,1,1,0
SHP_0001952,Medan,Denpasar,2,1,0
SHP_0001953,Denpasar,Medan,3,4,0
SHP_0001954,Medan,Jakarta,5,5,0
SHP_0001955,Medan,Denpasar,4,4,0
SHP_0001956,Bandung,Denpasar,1,1,0
SHP_0001957,Semarang,Balikpapan,1,3,1
SHP_0001958,Jakarta,Semarang,1,1,0
SHP_0001959,Denpasar,Makassar,5,4,0
SHP_0001960,Makassar,Jakarta,3,5,1
SHP_0001961,Balikpapan,Surabaya,2,3,0
SHP_0001962,Makassar,Bandung,5,4,0
SHP_0001963,Surabaya,Makassar,5,6,1
SHP_0001964,Semarang,Makassar,4,3,0
SHP_0001965,Bandung,Semarang,1,2,0
SHP_0001966,Balikpapan,Bandung,2,1,0
SHP_0001967,Jakarta,Bandung,4,5,0
SHP_0001968,Balikpapan,Semarang,1,2,0
SHP_0001969,Denpasar,Balikpapan,1,1,0
SHP_0001970,Denpasar,Medan,3,3,0
SHP_0001971,Medan,Makassar,2,1,0
SHP_0001972,Bandung,Makassar,3,2,0
SHP_0001973,Semarang,Denpasar,2,3,0
SHP_0001974,Medan,Bandung,4,4,0
SHP_0001975,Bandung,Surabaya,2,1,0
SHP_0001976,Surabaya,Balikpapan,1,1,0
